SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE_x,AMT_APPLICATION,AMT_CREDIT_x,AMT_DOWN_PAYMENT,WEEKDAY_APPR_PROCESS_START_x,HOUR_APPR_PROCESS_START_x,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE_x,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL,TARGET,NAME_CONTRACT_TYPE_y,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT_y,NAME_TYPE_SUITE_y,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,WEEKDAY_APPR_PROCESS_START_y,HOUR_APPR_PROCESS_START_y,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,COMMONAREA_AVG,ELEVATORS_AVG,LANDAREA_AVG,COMMONAREA_MODE,ELEVATORS_MODE,LANDAREA_MODE,COMMONAREA_MEDI,ELEVATORS_MEDI,LANDAREA_MEDI,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE
1330540,190634,Consumer loans,65205.0,74146.5,6520.5,MONDAY,9,Y,1,0.0880337346464759,,,Approved,-1878,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,1880,Consumer electronics,12.0,high,POS household with interest,365243.0,-1847.0,-1517.0,-1547.0,-1542.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684165,394962,Consumer loans,193455.0,193455.0,0.0,TUESDAY,13,Y,1,0.0,,,Approved,-2524,XNA,XAP,Children,New,Computers,POS,XNA,Country-wide,1880,Consumer electronics,12.0,high,POS household with interest,365243.0,-2493.0,-2163.0,-2163.0,-2155.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717566,372277,Cash loans,67500.0,69727.5,0.0,FRIDAY,12,Y,1,0.0,,,Approved,-2267,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,6.0,high,Cash Street: high,365243.0,-2237.0,-2087.0,-2087.0,-2076.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445481,389236,Cash loans,135000.0,135000.0,0.0,WEDNESDAY,16,Y,1,0.0,,,Approved,-2794,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,10,Consumer electronics,10.0,middle,Cash Street: middle,365243.0,-2764.0,-2494.0,-2494.0,-2489.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680090,144062,Consumer loans,100300.5,85252.5,15048.0,FRIDAY,10,Y,1,0.1633953968325182,,,Refused,-2868,Cash through the bank,SCO,,Repeater,XNA,POS,XNA,Country-wide,19,Connectivity,10.0,high,POS mobile with interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956180,169385,Consumer loans,110626.02,110626.02,0.0,FRIDAY,12,Y,1,0.0,,,Approved,-559,Cash through the bank,XAP,,Refreshed,Mobile,POS,XNA,Country-wide,34,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-517.0,-247.0,-277.0,-270.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405261,215837,Revolving loans,45000.0,45000.0,,SATURDAY,15,Y,1,,,,Approved,-424,XNA,XAP,Family,Refreshed,XNA,Cards,walk-in,Country-wide,15,Connectivity,0.0,XNA,Card Street,-296.0,-231.0,365243.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636555,253690,Consumer loans,47115.0,46602.0,4711.5,TUESDAY,12,Y,1,0.0999980866279208,,,Approved,-1814,Cash through the bank,XAP,Children,New,Mobile,POS,XNA,Country-wide,358,Consumer electronics,12.0,high,POS household with interest,365243.0,-1783.0,-1453.0,-1453.0,-1445.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283315,102649,Consumer loans,60423.255,63414.0,1.755,SUNDAY,15,Y,1,3.014005818356252e-05,,,Approved,-1452,Cash through the bank,XAP,Unaccompanied,New,Construction Materials,POS,XNA,Stone,463,Construction,6.0,high,POS industry with interest,365243.0,-1421.0,-1271.0,-1271.0,-1262.0,0.0,0.0,Cash loans,M,N,Y,0.0,135000.0,497520.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-20781.0,-7989.0,-2645.0,-1815.0,,1.0,1.0,1.0,1.0,1.0,0.0,Laborers,2.0,WEDNESDAY,10.0,,0.3747145393594769,0.4382813743111921,,0.0,0.1529,,0.0,0.1564,,0.0,0.1556,"Stone, brick",No
1354762,214927,Consumer loans,88785.9,88474.5,8879.4,TUESDAY,14,Y,1,0.099333193823584,,,Approved,-2659,Cash through the bank,XAP,Children,New,Computers,POS,XNA,Stone,70,Consumer electronics,12.0,high,POS household with interest,365243.0,-2598.0,-2268.0,-2268.0,-2255.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024290,303067,Consumer loans,24480.0,24214.5,2448.0,WEDNESDAY,13,Y,1,0.0999941695435366,,,Approved,-1706,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,35,Connectivity,12.0,high,POS mobile with interest,365243.0,-1669.0,-1339.0,-1339.0,-1317.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357836,342771,Consumer loans,25272.0,27774.0,0.0,THURSDAY,11,Y,1,0.0,,,Approved,-111,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,23,Connectivity,10.0,high,POS mobile with interest,365243.0,-81.0,189.0,365243.0,365243.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482288,407050,Consumer loans,101925.0,101925.0,0.0,WEDNESDAY,14,Y,1,0.0,,,Approved,-876,XNA,XAP,,New,Construction Materials,POS,XNA,Stone,41,Construction,12.0,low_normal,POS industry with interest,365243.0,-839.0,-509.0,-509.0,-466.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179257,332382,Consumer loans,47110.5,47110.5,0.0,SATURDAY,16,Y,1,0.0,,,Approved,-342,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,20,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-299.0,-29.0,-89.0,-82.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360197,321342,Consumer loans,58392.0,65331.0,0.0,THURSDAY,18,Y,1,0.0,,,Approved,-14,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,50,Connectivity,12.0,high,POS mobile with interest,365243.0,365243.0,351.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602998,204082,Cash loans,450000.0,450000.0,0.0,MONDAY,17,Y,1,0.0,,,Refused,-368,XNA,HC,,Repeater,XNA,XNA,XNA,Country-wide,60,Connectivity,,XNA,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896264,258070,Consumer loans,57825.0,52042.5,5782.5,THURSDAY,8,Y,1,0.1089090909090909,,,Approved,-2830,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Regional / Local,150,Connectivity,10.0,low_normal,POS mobile with interest,365243.0,-2799.0,-2529.0,-2529.0,-2526.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183636,395562,Consumer loans,268659.0,274567.5,0.0,TUESDAY,15,Y,1,0.0,,,Approved,-519,XNA,XAP,,New,Construction Materials,POS,XNA,Stone,30,Construction,4.0,low_action,POS industry with interest,365243.0,-487.0,-397.0,-397.0,-395.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846315,231007,Consumer loans,35955.0,32359.5,3595.5,THURSDAY,13,Y,1,0.1089090909090909,,,Approved,-1380,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Stone,6,Connectivity,12.0,high,POS mobile with interest,365243.0,-1345.0,-1015.0,-1015.0,-1012.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799266,252905,Consumer loans,65205.0,71662.5,0.0,FRIDAY,13,Y,1,0.0,,,Refused,-1459,Cash through the bank,LIMIT,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,5,Consumer electronics,12.0,low_normal,POS household with interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155032,286412,Consumer loans,142632.0,155182.5,0.0,FRIDAY,11,Y,1,0.0,,,Approved,-244,XNA,XAP,Unaccompanied,Refreshed,Furniture,POS,XNA,Regional / Local,70,Furniture,10.0,middle,POS industry with interest,365243.0,-209.0,61.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715858,354389,Consumer loans,37341.0,36931.5,3735.0,SATURDAY,13,Y,1,0.100027161065116,,,Approved,-2244,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,50,Connectivity,12.0,high,POS mobile with interest,365243.0,-2213.0,-1883.0,-1973.0,-1970.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123041,418997,Consumer loans,103286.565,94284.0,9002.565,SATURDAY,9,Y,1,0.094926302370497,,,Approved,-525,XNA,XAP,,New,Consumer Electronics,POS,XNA,Country-wide,50,Consumer electronics,8.0,high,POS household with interest,365243.0,-492.0,-282.0,-282.0,-279.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454123,200956,Consumer loans,43767.0,39388.5,4378.5,SATURDAY,7,Y,1,0.1089538818163123,,,Approved,-1633,Cash through the bank,XAP,,Refreshed,Mobile,POS,XNA,Country-wide,32,Connectivity,10.0,high,POS mobile with interest,365243.0,-1569.0,-1299.0,-1299.0,-1261.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188215,403328,Revolving loans,45000.0,45000.0,,THURSDAY,14,Y,1,,,,Refused,-306,XNA,SCOFR,Unaccompanied,Refreshed,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668727,414481,Cash loans,112500.0,116212.5,,MONDAY,18,Y,1,,,,Approved,-1131,XNA,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-1101.0,-951.0,-1041.0,-1034.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447477,274840,Revolving loans,180000.0,180000.0,,WEDNESDAY,12,Y,1,,,,Refused,-223,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951441,335598,Cash loans,904500.0,1119411.0,,MONDAY,18,Y,1,,,,Refused,-421,Cash through the bank,HC,Other_B,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530063,377616,Cash loans,0.0,0.0,,MONDAY,11,Y,1,,,,Canceled,-130,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352627,266560,Revolving loans,0.0,0.0,,WEDNESDAY,7,Y,1,,,,Canceled,-323,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348316,104826,Revolving loans,450000.0,450000.0,,MONDAY,14,Y,1,,,,Refused,-183,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,,0.0,Cash loans,F,N,Y,2.0,263700.0,450000.0,Unaccompanied,State servant,Incomplete higher,Separated,House / apartment,-14825.0,-3166.0,-2623.0,-4058.0,,1.0,1.0,0.0,1.0,0.0,0.0,Core staff,3.0,TUESDAY,15.0,0.5310161482038662,0.2965630857350196,0.5028782772082183,,,,,,,,,,,No
1472909,452034,Consumer loans,30145.5,30145.5,0.0,SUNDAY,13,Y,1,0.0,,,Unused offer,-96,Cash through the bank,CLIENT,,Repeater,Computers,XNA,XNA,Country-wide,90,Connectivity,,XNA,POS mobile with interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120844,263982,Revolving loans,135000.0,135000.0,,TUESDAY,18,Y,1,,,,Refused,-283,XNA,HC,Unaccompanied,Repeater,XNA,Cards,walk-in,Channel of corporate sales,-1,XNA,0.0,XNA,Card Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333416,206862,Consumer loans,15611.22,15611.22,0.0,WEDNESDAY,8,Y,1,0.0,,,Approved,-149,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,33,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-117.0,153.0,-117.0,-110.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831977,248474,Consumer loans,119119.5,119119.5,0.0,MONDAY,13,Y,1,0.0,,,Approved,-235,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Stone,80,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-202.0,68.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308215,102092,Consumer loans,58824.0,58527.0,5886.0,SATURDAY,18,Y,1,0.0995201138110178,,,Approved,-487,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,500,Furniture,12.0,middle,POS industry with interest,365243.0,-457.0,-127.0,-187.0,-185.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124109,284499,Revolving loans,270000.0,270000.0,,SATURDAY,11,Y,1,,,,Refused,-198,XNA,HC,"Spouse, partner",Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424678,442914,Cash loans,450000.0,553950.0,,TUESDAY,14,Y,1,,,,Approved,-862,Cash through the bank,XAP,"Spouse, partner",Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,365243.0,-828.0,942.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210834,231279,Cash loans,450000.0,450000.0,,TUESDAY,10,Y,1,,,,Approved,-272,Cash through the bank,XAP,"Spouse, partner",Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-242.0,448.0,-242.0,-239.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909868,177638,Revolving loans,135000.0,135000.0,0.0,THURSDAY,16,Y,1,0.0,,,Refused,-522,XNA,HC,,Refreshed,XNA,Cards,walk-in,Country-wide,16,Connectivity,0.0,XNA,Card Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610260,195654,Consumer loans,52465.5,52465.5,0.0,SUNDAY,15,Y,1,0.0,,,Unused offer,-884,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,16,Connectivity,,XNA,POS mobile with interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608920,303492,Cash loans,0.0,0.0,,WEDNESDAY,13,Y,1,,,,Canceled,-248,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748424,263634,Revolving loans,0.0,765000.0,,MONDAY,12,Y,1,,,,Approved,-680,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296976,200615,Cash loans,0.0,0.0,,THURSDAY,14,Y,1,,,,Canceled,-415,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735068,427771,Cash loans,0.0,0.0,,WEDNESDAY,17,Y,1,,,,Canceled,-5,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098712,433748,Revolving loans,157500.0,157500.0,,MONDAY,11,Y,1,,,,Refused,-906,XNA,SCOFR,,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549763,323901,Cash loans,742500.0,742500.0,,FRIDAY,13,Y,1,,,,Refused,-162,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169909,132545,Cash loans,0.0,0.0,,THURSDAY,11,Y,1,,,,Canceled,-134,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583312,425792,Cash loans,67500.0,84564.0,,SUNDAY,18,Y,1,,,,Approved,-921,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-891.0,-381.0,-381.0,-375.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731978,260326,Cash loans,0.0,0.0,,WEDNESDAY,16,Y,1,,,,Canceled,-136,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296751,121039,Revolving loans,675000.0,675000.0,,WEDNESDAY,17,Y,1,,,,Refused,-498,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477021,316406,Cash loans,495000.0,589765.5,,WEDNESDAY,15,Y,1,,,,Approved,-880,Non-cash from your account,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-850.0,200.0,-250.0,-246.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860057,132918,Cash loans,0.0,0.0,,MONDAY,16,Y,1,,,,Canceled,-246,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860104,240781,Cash loans,1800000.0,2013840.0,,WEDNESDAY,11,Y,1,,,,Refused,-526,Cash through the bank,SCO,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_action,Cash X-Sell: low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542053,161858,Cash loans,216000.0,261972.0,,TUESDAY,11,Y,1,,,,Refused,-637,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085496,441272,Cash loans,225000.0,269010.0,,WEDNESDAY,18,Y,1,,,,Approved,-244,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-214.0,116.0,365243.0,365243.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122588,213348,Cash loans,540000.0,604152.0,,THURSDAY,14,Y,1,,,,Refused,-1097,XNA,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744590,192226,Revolving loans,0.0,247500.0,,TUESDAY,16,Y,1,,,,Approved,-638,XNA,XAP,,Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308759,349450,Cash loans,0.0,0.0,,TUESDAY,13,Y,1,,,,Canceled,-240,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291117,174338,Revolving loans,0.0,0.0,,THURSDAY,10,Y,1,,,,Canceled,-211,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759996,263411,Revolving loans,0.0,450000.0,,WEDNESDAY,10,Y,1,,,,Approved,-684,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524343,217261,Cash loans,315000.0,358659.0,0.0,MONDAY,11,Y,1,0.0,,,Refused,-1494,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,middle,Cash X-Sell: middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382252,338111,Consumer loans,72090.0,57672.0,14418.0,TUESDAY,17,Y,1,0.2178181818181818,,,Approved,-2533,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Stone,64,Consumer electronics,6.0,middle,POS household with interest,365243.0,-2500.0,-2350.0,-2410.0,-2402.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905934,205075,Consumer loans,51282.0,55795.5,0.0,MONDAY,17,Y,1,0.0,,,Approved,-520,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,1000,Consumer electronics,10.0,middle,POS household with interest,365243.0,-489.0,-219.0,-219.0,-213.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905936,423448,Consumer loans,74920.5,85788.0,0.0,TUESDAY,14,Y,1,0.0,,,Approved,-864,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,1000,Consumer electronics,18.0,middle,POS household with interest,365243.0,-833.0,-323.0,-713.0,-703.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480692,283437,Consumer loans,102901.5,102901.5,0.0,TUESDAY,15,Y,1,0.0,,,Approved,-253,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,1000,Consumer electronics,6.0,middle,POS household with interest,365243.0,-223.0,-73.0,-73.0,-66.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803346,183340,Consumer loans,119646.0,133168.5,0.0,SATURDAY,14,Y,1,0.0,,,Approved,-779,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,1000,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-748.0,-58.0,-58.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180171,225043,Cash loans,675000.0,675000.0,,SUNDAY,13,Y,1,,,,Approved,-703,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-673.0,17.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438342,177271,Consumer loans,52875.0,57528.0,0.0,WEDNESDAY,17,Y,1,0.0,,,Approved,-769,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,150,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-738.0,-468.0,-468.0,-464.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375679,127945,Cash loans,0.0,0.0,,SATURDAY,11,Y,1,,,,Canceled,-390,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),2,XNA,,XNA,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525208,380831,Revolving loans,112500.0,112500.0,,TUESDAY,17,Y,1,,,,Refused,-601,XNA,SCOFR,,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),2,XNA,0.0,XNA,Card Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
